#Uses stathead data

Rk,Season,Team,W,W-L%,PtDif,Tot,TotOpp,Cmp,G,W1,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot2,TO,Ply,Y/P,TotOpp2,TO,DPly,DY/P
103,2018,LAC,12,.750,99,5962,5339,348,16,12,4,0,.750,428,329,99,348,512,164,68.0,4089,32,12,6.3,2.3,104.9,34,227,6.23,8.0,7.49,8.18,7.67,11.8,5962,19,945,6.31,5339,20,981,5.44
104,2016,KAN,12,.750,78,5488,5896,365,16,12,4,0,.750,389,311,78,365,546,181,66.8,3740,19,8,3.5,1.5,93.2,32,174,5.54,6.8,6.47,6.89,6.51,10.2,5488,17,990,5.54,5896,33,1063,5.55
105,2016,OAK,12,.750,31,5973,6001,379,16,12,4,0,.750,416,385,31,379,596,217,63.6,4051,29,7,4.9,1.2,95.3,18,86,2.93,6.8,6.60,7.24,7.03,10.7,5973,14,1048,5.70,6001,30,987,6.08
106,2015,CIN,12,.750,140,5728,5453,334,16,12,4,0,.750,419,279,140,334,505,171,66.1,3923,31,9,6.1,1.8,104.1,32,181,5.96,7.8,7.31,8.19,7.71,11.7,5728,17,1004,5.71,5453,28,1032,5.28
107,2015,DEN,12,.750,59,5688,4530,368,16,12,4,0,.750,355,296,59,368,606,238,60.7,3970,19,23,3.1,3.8,76.3,39,246,6.05,6.6,6.16,5.47,5.14,10.8,5688,31,1056,5.39,4530,27,1033,4.39
108,2015,NWE,12,.750,150,5991,5430,404,16,12,4,0,.750,465,315,150,404,629,225,64.2,4587,36,7,5.7,1.1,101.9,38,225,5.70,7.3,6.88,7.94,7.48,11.4,5991,14,1050,5.71,5430,21,1042,5.21
109,2014,DAL,12,.750,115,6138,5681,328,16,12,4,0,.750,467,352,115,328,476,148,68.9,3784,37,11,7.8,2.3,110.9,30,224,5.93,7.9,7.48,8.46,7.96,11.5,6138,25,1014,6.05,5681,31,978,5.81
110,2014,DEN,12,.750,128,6446,4883,399,16,12,4,0,.750,482,354,128,399,607,208,65.7,4661,40,15,6.6,2.5,101.3,17,118,2.72,7.7,7.47,7.88,7.67,11.7,6446,20,1067,6.04,4883,25,1031,4.74
111,2014,GNB,12,.750,138,6178,5542,349,16,12,4,0,.750,486,348,138,349,536,187,65.1,4261,38,6,7.1,1.1,109.9,30,186,5.30,7.9,7.53,8.86,8.39,12.2,6178,13,1001,6.17,5542,27,1054,5.26
112,2014,NWE,12,.750,155,5848,5506,392,16,12,4,0,.750,468,313,155,392,609,217,64.4,4121,34,9,5.6,1.5,97.5,26,170,4.09,6.8,6.49,7.22,6.92,10.5,5848,13,1073,5.45,5506,25,1033,5.33
113,2014,SEA,12,.750,140,6012,4274,287,16,12,4,0,.750,394,254,140,287,454,167,63.2,3250,20,7,4.4,1.5,95.1,42,242,8.47,7.2,6.55,7.35,6.72,11.3,6012,14,1021,5.89,4274,24,924,4.63
114,2013,CAR,12,.750,125,5069,4820,292,16,12,4,0,.750,366,241,125,292,473,181,61.7,3043,24,13,5.1,2.7,88.8,43,336,8.33,6.4,5.90,6.21,5.69,10.4,5069,19,999,5.07,4820,30,975,4.94
115,2013,NWE,12,.750,106,6152,5969,380,16,12,4,0,.750,444,338,106,380,628,248,60.5,4087,25,11,4.0,1.8,87.3,40,256,5.99,6.5,6.12,6.52,6.13,10.8,6152,20,1138,5.41,5969,29,1118,5.34
116,2013,SFO,12,.750,134,5180,5071,244,16,12,4,0,.750,406,272,134,244,417,173,58.5,2979,21,8,5.0,1.9,91.7,39,231,8.55,7.1,6.53,7.29,6.66,12.2,5180,18,961,5.39,5071,30,1020,4.97
117,2012,HOU,12,.750,85,5953,5172,354,16,12,4,0,.750,416,331,85,354,554,200,63.9,3830,22,13,4.0,2.3,89.2,28,216,4.81,6.9,6.58,6.65,6.33,10.8,5953,17,1090,5.46,5172,29,1015,5.10
118,2012,NWE,12,.750,226,6846,5972,402,16,12,4,0,.750,557,331,226,402,641,239,62.7,4662,34,9,5.3,1.4,97.7,27,182,4.04,7.3,6.98,7.70,7.39,11.6,6846,16,1191,5.75,5972,41,1046,5.71
119,2011,PIT,12,.750,98,5957,4348,341,16,12,4,0,.750,325,227,98,341,539,198,63.3,4054,21,15,3.9,2.8,89.7,42,279,7.23,7.5,6.98,7.05,6.54,11.9,5957,28,1015,5.87,4348,15,964,4.51
120,2011,BAL,12,.750,112,5419,4622,314,16,12,4,0,.750,378,266,112,314,544,230,57.7,3423,21,12,3.9,2.2,81.7,33,206,5.72,6.3,5.93,6.07,5.72,10.9,5419,24,1036,5.23,4622,26,1002,4.61
121,2010,PIT,12,.750,143,5525,4429,298,16,12,4,0,.750,375,232,143,298,479,181,62.2,3601,22,9,4.6,1.9,95.2,43,289,8.24,7.5,6.90,7.59,6.97,12.1,5525,18,993,5.56,4429,35,974,4.55
122,2010,BAL,12,.750,87,5166,5102,308,16,12,4,0,.750,357,270,87,308,491,183,62.7,3335,25,10,5.1,2.0,93.6,40,294,7.53,6.8,6.28,6.89,6.37,10.8,5166,20,1018,5.07,5102,27,1007,5.07
123,2009,MIN,12,.750,158,6074,4888,377,16,12,4,0,.750,470,312,158,377,553,176,68.2,4156,34,7,6.1,1.3,107.3,34,247,5.79,7.5,7.08,8.18,7.70,11.0,6074,18,1054,5.76,4888,24,940,5.20
124,2008,CAR,12,.750,85,5595,5299,246,16,12,4,0,.750,414,329,85,246,414,168,59.4,3158,15,12,3.6,2.9,84.7,20,130,4.61,7.6,7.28,7.05,6.72,12.8,5595,19,938,5.96,5299,25,1026,5.16
125,2008,IND,12,.750,79,5368,4975,393,16,12,4,0,.750,377,298,79,393,585,192,67.2,4094,27,12,4.6,2.1,94.7,14,86,2.34,7.0,6.83,7.00,6.83,10.4,5368,17,969,5.54,4975,26,983,5.06
126,2008,NYG,12,.750,133,5695,4672,298,16,12,4,0,.750,427,294,133,298,491,193,60.7,3177,23,10,4.7,2.0,88.2,28,176,5.39,6.5,6.12,6.49,6.14,10.7,5695,13,1021,5.58,4672,22,931,5.02
127,2008,PIT,12,.750,124,4991,3795,303,16,12,4,0,.750,347,223,124,303,506,203,59.9,3301,19,15,3.8,3.0,81.9,49,306,8.83,6.5,5.95,5.94,5.42,10.9,4991,25,1015,4.92,3795,29,974,3.90
128,2006,IND,12,.750,67,6070,5316,362,16,12,4,0,.750,427,360,67,362,557,195,65.0,4308,31,9,5.6,1.6,101.0,15,89,2.62,7.7,7.53,8.12,7.91,11.9,6070,19,1011,6.00,5316,26,959,5.54
129,2006,NWE,12,.750,148,5369,4710,326,16,12,4,0,.750,385,237,148,326,527,201,61.9,3400,25,12,4.7,2.3,88.3,29,190,5.22,6.5,6.12,6.38,6.04,10.4,5369,27,1055,5.09,4710,35,950,4.96
130,2005,JAX,12,.750,92,5149,4655,283,16,12,4,0,.750,361,269,92,283,487,204,58.1,3190,21,6,4.3,1.2,88.4,32,162,6.17,6.6,6.15,6.86,6.44,11.3,5149,17,1021,5.04,4655,28,963,4.83
131,2004,IND,12,.750,171,6475,5929,353,16,12,4,0,.750,522,351,171,353,527,174,67.0,4623,51,10,9.7,1.9,119.7,14,109,2.59,8.8,8.55,9.85,9.60,13.1,6475,17,968,6.69,5929,36,1042,5.69
132,2004,SDG,12,.750,133,5542,5360,288,16,12,4,0,.750,446,313,133,288,450,162,64.0,3357,29,8,6.4,1.8,102.0,21,149,4.46,7.5,7.13,7.95,7.59,11.7,5542,18,996,5.56,5360,33,991,5.41
133,2003,IND,12,.750,111,5874,4789,381,16,12,4,0,.750,447,336,111,381,569,188,67.0,4179,29,10,5.1,1.8,99.0,19,110,3.23,7.3,7.11,7.57,7.33,11.0,5874,20,1041,5.64,4789,30,913,5.25
134,2003,TEN,12,.750,111,5501,4901,315,16,12,4,0,.750,435,324,111,315,502,187,62.7,3878,30,9,6.0,1.8,100.3,25,153,4.74,7.7,7.36,8.11,7.73,12.3,5501,21,1013,5.43,4901,34,926,5.29
135,2003,PHI,12,.750,87,5035,5307,279,16,12,4,0,.750,374,287,87,279,484,205,57.6,3020,17,11,3.5,2.3,80.5,43,253,8.16,6.2,5.73,5.92,5.44,10.8,5035,22,944,5.33,5307,26,1058,5.02
136,2003,STL,12,.750,119,5457,5052,377,16,12,4,0,.750,447,328,119,377,600,223,62.8,3961,23,23,3.8,3.8,81.0,43,326,6.69,6.6,6.16,5.64,5.27,10.5,5457,39,1054,5.18,5052,46,964,5.24
137,2002,GNB,12,.750,70,5560,4985,361,16,12,4,0,.750,398,328,70,361,580,219,62.2,3627,29,16,5.0,2.8,86.6,27,196,4.45,6.3,5.98,6.01,5.74,10.0,5560,28,1058,5.26,4985,45,987,5.05
138,2002,PHI,12,.750,174,5604,4754,318,16,12,4,0,.750,415,241,174,318,548,230,58.0,3384,27,11,4.9,2.0,85.9,36,222,6.16,6.2,5.79,6.26,5.87,10.6,5604,24,1073,5.22,4754,38,1009,4.71
139,2002,TAM,12,.750,150,5002,4044,348,16,12,4,0,.750,346,196,150,348,567,219,61.4,3445,23,10,4.1,1.8,86.3,41,220,6.74,6.1,5.67,6.09,5.68,9.9,5002,21,1022,4.89,4044,38,963,4.20
140,2001,GNB,12,.750,124,5463,4937,314,16,12,4,0,.750,390,266,124,314,510,196,61.6,3770,32,15,6.3,2.9,94.1,22,151,4.14,7.4,7.09,7.32,7.02,12.0,5463,27,942,5.80,4937,39,1041,4.74
141,2001,SFO,12,.750,127,5689,4954,318,16,12,4,0,.750,409,282,127,318,506,188,62.8,3445,32,12,6.3,2.4,95.0,26,114,4.89,6.8,6.48,7.01,6.66,10.8,5689,19,1041,5.46,4954,34,988,5.01
142,2000,NYG,12,.750,82,5376,4546,311,16,12,4,0,.750,328,246,82,311,529,218,58.8,3367,22,13,4.2,2.5,83.1,28,243,5.03,6.4,6.04,6.09,5.78,10.8,5376,24,1064,5.05,4546,31,988,4.60
143,2000,OAK,12,.750,180,5776,5249,284,16,12,4,0,.750,479,299,180,284,475,191,59.8,3306,28,11,5.9,2.3,92.0,28,124,5.57,7.0,6.57,7.10,6.70,11.6,5776,20,1023,5.65,5249,37,1014,5.18
144,2000,BAL,12,.750,168,5014,3967,287,16,12,4,0,.750,333,165,168,287,504,217,56.9,2815,20,19,4.0,3.8,72.7,43,287,7.86,5.6,5.15,4.68,4.31,9.8,5014,26,1058,4.74,3967,49,924,4.29
145,1998,NYJ,12,.750,150,5715,4699,318,16,12,4,0,.750,416,266,150,318,532,214,59.8,3836,33,13,6.2,2.4,94.0,25,196,4.49,7.2,6.89,7.35,7.02,12.1,5715,24,1057,5.41,4699,30,980,4.79
146,1998,SFO,12,.750,151,6800,5343,347,16,12,4,0,.750,479,328,151,347,556,209,62.4,4256,41,15,7.4,2.7,101.2,53,254,8.70,7.7,6.99,7.92,7.23,12.3,6800,30,1100,6.18,5343,33,1012,5.28
147,1997,DEN,12,.750,185,5872,4671,287,16,12,4,0,.750,472,287,185,287,513,226,55.9,3494,27,11,5.3,2.1,87.4,35,210,6.39,6.8,6.38,6.90,6.46,12.2,5872,21,1068,5.50,4671,31,951,4.91
148,1996,CAR,12,.750,149,4812,4776,273,16,12,4,0,.750,367,218,149,273,487,214,56.1,3083,22,11,4.5,2.3,83.0,36,250,6.88,6.3,5.89,6.22,5.79,11.3,4812,25,1025,4.69,4776,38,990,4.82
149,1996,SFO,12,.750,141,5506,4661,358,16,12,4,0,.750,398,257,141,358,550,192,65.1,3659,24,16,4.4,2.9,88.0,42,200,7.09,6.7,6.18,6.22,5.78,10.2,5506,24,1046,5.26,4661,34,1021,4.57
150,1995,DAL,12,.750,144,5824,5044,322,16,12,4,0,.750,435,291,144,322,494,172,65.2,3623,18,10,3.6,2.0,91.7,18,118,3.52,7.3,7.08,7.15,6.90,11.3,5824,23,1007,5.78,5044,25,1001,5.04
151,1994,DAL,12,.750,166,5321,4313,282,16,12,4,0,.750,414,248,166,282,448,166,62.9,3368,19,14,4.2,3.1,87.8,20,93,4.27,7.5,7.20,6.96,6.66,11.9,5321,24,1018,5.23,4313,31,1006,4.29
152,1994,PIT,12,.750,82,5144,4326,266,16,12,4,0,.750,316,234,82,266,463,197,57.5,2964,17,9,3.7,1.9,83.3,39,283,7.77,6.4,5.90,6.26,5.77,11.1,5144,17,1048,4.91,4326,31,1008,4.29
153,1993,BUF,12,.750,87,5260,5554,304,16,12,4,0,.750,329,242,87,304,497,193,61.2,3317,20,18,4.0,3.6,81.0,31,218,5.87,6.7,6.28,5.85,5.51,10.9,5260,35,1078,4.88,5554,47,1119,4.96
154,1993,DAL,12,.750,147,5615,4767,317,16,12,4,0,.750,376,229,147,317,475,158,66.7,3454,18,6,3.8,1.3,96.8,29,163,5.75,7.3,6.85,7.46,7.03,10.9,5615,22,994,5.65,4767,28,1012,4.71
155,1993,HOU,12,.750,130,5658,4874,357,16,12,4,0,.750,368,238,130,357,614,257,58.1,3866,23,25,3.7,4.1,74.2,43,279,6.54,6.3,5.88,5.21,4.87,10.8,5658,45,1066,5.31,4874,43,1003,4.86
156,1992,NOR,12,.750,128,4806,4075,251,16,12,4,0,.750,330,202,128,251,426,175,58.9,3178,19,16,4.5,3.8,82.6,15,119,3.40,7.5,7.21,6.66,6.44,12.7,4806,29,895,5.37,4075,38,949,4.29
157,1991,DEN,12,.750,69,5012,4549,246,16,12,4,0,.750,304,235,69,246,459,213,53.6,2997,13,12,2.8,2.6,75.3,46,313,9.11,6.5,5.93,5.92,5.38,12.2,5012,25,1012,4.95,4549,33,939,4.84
158,1991,DET,12,.750,44,4788,5046,252,16,12,4,0,.750,339,295,44,252,459,207,54.9,2858,16,17,3.5,3.7,71.0,25,116,5.17,6.2,5.90,5.26,4.99,11.3,4788,30,938,5.10,5046,36,1008,5.01
159,1990,MIA,12,.750,94,5047,4547,310,16,12,4,0,.750,336,242,94,310,539,229,57.5,3512,21,12,3.9,2.2,81.6,16,99,2.88,6.5,6.33,6.29,6.11,11.3,5047,27,975,5.18,4547,27,968,4.70
160,1990,RAI,12,.750,69,4716,4413,183,16,12,4,0,.750,337,268,69,183,336,153,54.5,2688,19,10,5.7,3.0,89.7,29,197,7.95,8.0,7.36,7.79,7.17,14.7,4716,24,861,5.48,4413,22,924,4.78
161,2024,GNB,11,.647,122,6303,5347,308,17,11,6,0,.647,460,338,122,308,479,171,64.3,3807,28,11,5.8,2.3,99.8,22,132,4.39,7.9,7.60,8.08,7.73,12.4,6303,19,1027,6.14,5347,31,1036,5.16
162,2024,LAC,11,.647,101,5511,5514,336,17,11,6,0,.647,402,301,101,336,510,174,65.9,3629,23,3,4.5,0.6,101.4,44,272,7.94,7.1,6.55,7.75,7.14,10.8,5511,9,1017,5.42,5514,21,1037,5.32
163,2023,BUF,11,.647,140,6366,5222,385,17,11,6,0,.647,451,311,140,385,579,194,66.5,4154,29,18,5.0,3.1,92.2,24,152,3.98,7.2,6.89,6.78,6.51,10.8,6366,28,1115,5.71,5222,30,1015,5.14
164,2023,CLE,11,.647,34,5710,4593,355,17,11,6,0,.647,396,362,34,355,624,269,56.9,3693,24,23,3.8,3.7,73.7,45,318,6.73,5.9,5.52,5.03,4.69,10.4,5710,37,1187,4.81,4593,28,1004,4.57
165,2023,KAN,11,.647,77,5972,4926,421,17,11,6,0,.647,371,294,77,421,635,214,66.3,4188,28,17,4.4,2.7,89.6,28,195,4.22,6.6,6.32,6.27,6.01,9.9,5972,28,1080,5.53,4926,17,1045,4.71
166,2023,MIA,11,.647,105,6822,5411,393,17,11,6,0,.647,496,391,105,393,566,173,69.4,4514,30,15,5.3,2.7,101.2,31,184,5.19,8.0,7.56,7.84,7.44,11.5,6822,25,1053,6.48,5411,27,1057,5.12
167,2023,PHI,11,.647,5,6024,6054,369,17,11,6,0,.647,433,428,5,369,563,194,65.5,3834,24,16,4.3,2.8,89.2,39,233,6.48,6.8,6.37,6.38,5.97,10.4,6024,28,1112,5.42,6054,18,1105,5.48
168,2021,BUF,11,.647,194,6493,4637,415,17,11,6,0,.647,483,289,194,415,655,240,63.4,4284,36,16,5.5,2.4,91.3,27,166,3.96,6.5,6.28,6.54,6.28,10.3,6493,22,1143,5.68,4637,30,1014,4.57
169,2021,ARI,11,.647,83,6352,5597,415,17,11,6,0,.647,449,366,83,415,591,176,70.2,4276,27,11,4.6,1.9,100.6,39,343,6.19,7.2,6.79,7.31,6.86,10.3,6352,15,1126,5.64,5597,27,1028,5.44
170,2020,CLE,11,.688,-11,5913,5735,315,16,11,5,0,.688,408,419,-11,315,501,186,62.9,3539,27,8,5.4,1.6,96.6,26,162,4.93,7.1,6.72,7.42,7.06,11.2,5913,16,1022,5.79,5735,21,1035,5.54
171,2020,IND,11,.688,89,6049,5314,371,16,11,5,0,.688,451,362,89,371,552,181,67.2,4053,24,11,4.3,2.0,95.9,21,133,3.66,7.3,7.07,7.32,7.05,10.9,6049,15,1032,5.86,5314,25,992,5.36
172,2020,TEN,11,.688,52,6343,6372,316,16,11,5,0,.688,491,439,52,316,485,169,65.2,3653,33,7,6.8,1.4,105.9,25,173,4.90,7.5,7.16,8.24,7.84,11.6,6343,12,1031,6.15,6372,23,1076,5.92
173,2020,BAL,11,.688,165,5810,5276,257,16,11,5,0,.688,468,303,165,257,406,149,63.3,2739,27,11,6.7,2.7,95.7,32,180,7.31,6.7,6.25,6.86,6.36,10.7,5810,18,993,5.85,5276,22,1017,5.19
174,2020,TAM,11,.688,137,6145,5234,410,16,11,5,0,.688,492,355,137,410,626,216,65.5,4626,42,12,6.7,1.9,102.8,22,150,3.40,7.4,7.14,7.87,7.60,11.3,6145,17,1017,6.04,5234,25,1023,5.12
175,2019,SEA,11,.688,7,5991,6106,341,16,11,5,0,.688,405,398,7,341,517,176,66.0,3791,31,6,6.0,1.2,105.3,48,319,8.50,7.3,6.71,8.01,7.33,11.1,5991,20,1046,5.73,6106,32,1014,6.02
176,2018,HOU,11,.688,86,5802,5490,345,16,11,5,0,.688,402,316,86,345,506,161,68.2,3781,26,9,5.1,1.8,102.9,62,384,10.92,7.5,6.66,7.70,6.86,11.0,5802,16,1040,5.58,5490,29,1022,5.37
177,2018,NWE,11,.688,111,6295,5746,378,16,11,5,0,.688,436,325,111,378,574,196,65.9,4258,29,11,5.1,1.9,97.8,21,147,3.53,7.4,7.16,7.57,7.30,11.3,6295,18,1073,5.87,5746,28,1002,5.73
178,2017,CAR,11,.688,36,5179,5074,293,16,11,5,0,.688,363,327,36,293,501,208,58.5,3077,22,16,4.4,3.2,79.8,35,242,6.53,6.1,5.74,5.58,5.22,10.5,5179,22,1026,5.05,5074,21,953,5.32
179,2017,NOR,11,.688,122,6259,5384,386,16,11,5,0,.688,448,326,122,386,536,150,72.0,4189,23,8,4.3,1.5,103.9,20,145,3.60,7.8,7.53,8.00,7.71,10.9,6259,18,1000,6.26,5384,25,1002,5.37
180,2017,LAR,11,.688,149,5784,5432,320,16,11,5,0,.688,478,329,149,320,518,198,61.8,3831,28,7,5.4,1.4,98.3,28,192,5.13,7.4,7.02,7.87,7.47,12.0,5784,21,1000,5.78,5432,28,1021,5.32
181,2016,ATL,11,.688,134,6653,5939,374,16,11,5,0,.688,540,406,134,374,537,163,69.6,4725,38,7,7.1,1.3,116.8,37,235,6.45,8.8,8.23,9.63,9.01,12.6,6653,11,995,6.69,5939,22,1059,5.61
182,2016,NYG,11,.688,26,5291,5435,377,16,11,5,0,.688,310,284,26,377,598,221,63.0,3879,26,16,4.3,2.7,86.0,22,148,3.55,6.5,6.26,6.15,5.93,10.3,5291,27,1018,5.20,5435,25,1062,5.12
183,2016,PIT,11,.688,72,5962,5482,381,16,11,5,0,.688,399,327,72,381,596,215,63.9,4202,33,15,5.5,2.5,93.9,21,175,3.40,7.1,6.81,7.03,6.79,11.0,5962,18,1026,5.81,5482,23,997,5.50
184,2015,KAN,11,.688,118,5299,5269,310,16,11,5,0,.688,405,287,118,310,473,163,65.5,3255,20,7,4.2,1.5,95.4,46,238,8.86,6.9,6.27,7.06,6.44,10.5,5299,15,955,5.55,5269,29,1037,5.08
185,2015,MIN,11,.688,63,5139,5510,294,16,11,5,0,.688,365,302,63,294,454,160,64.8,2928,14,9,3.1,2.0,87.9,45,318,9.02,6.4,5.87,6.17,5.62,10.0,5139,17,973,5.28,5510,22,1015,5.43
186,2014,IND,11,.688,89,6506,5483,410,16,11,5,0,.688,458,369,89,410,661,251,62.0,4894,42,16,6.4,2.4,96.8,29,168,4.20,7.4,7.09,7.59,7.27,11.9,6506,31,1105,5.89,5483,26,1007,5.44
187,2014,ARI,11,.688,11,5116,5891,320,16,11,5,0,.688,310,299,11,320,568,248,56.3,3808,21,12,3.7,2.1,81.8,28,182,4.70,6.7,6.39,6.49,6.19,11.9,5116,17,993,5.15,5891,25,1010,5.83
188,2014,DET,11,.688,39,5452,4815,365,16,11,5,0,.688,321,282,39,365,604,239,60.4,4030,22,12,3.6,2.0,85.9,45,254,6.93,6.7,6.21,6.51,6.06,11.0,5452,20,1045,5.22,4815,27,984,4.89
189,2014,PIT,11,.688,68,6577,5654,411,16,11,5,0,.688,436,368,68,411,612,201,67.2,4825,33,10,5.4,1.6,103.2,33,172,5.12,7.9,7.48,8.23,7.81,11.7,6577,21,1068,6.16,5654,21,944,5.99
190,2013,CIN,11,.688,125,5891,4888,364,16,11,5,0,.688,430,305,125,364,587,223,62.0,4136,33,20,5.6,3.4,89.0,29,182,4.71,7.0,6.71,6.64,6.32,11.4,5891,30,1097,5.37,4888,31,1042,4.69
191,2013,IND,11,.688,55,5468,5713,350,16,11,5,0,.688,391,336,55,350,582,232,60.1,3725,23,10,4.0,1.7,86.5,32,227,5.21,6.4,6.07,6.42,6.08,10.6,5468,14,1023,5.35,5713,27,1026,5.57
192,2013,KAN,11,.688,125,5396,5885,333,16,11,5,0,.688,430,305,125,333,546,213,61.0,3340,24,8,4.4,1.5,88.6,41,221,6.98,6.1,5.69,6.34,5.89,10.0,5396,18,1029,5.24,5885,36,1067,5.52
193,2013,NOR,11,.688,110,6391,4891,446,16,11,5,0,.688,414,304,110,446,651,205,68.5,4918,39,12,6.0,1.8,104.5,37,244,5.38,7.6,7.15,7.92,7.50,11.0,6391,19,1079,5.92,4891,19,943,5.19
194,2012,IND,11,.688,-30,5799,5988,339,16,11,5,0,.688,357,387,-30,339,628,289,54.0,4128,23,18,3.7,2.9,76.4,41,246,6.13,6.6,6.17,6.02,5.65,12.2,5799,27,1109,5.23,5988,15,995,6.02
195,2012,GNB,11,.688,97,5751,5388,374,16,11,5,0,.688,433,336,97,374,558,184,67.0,4049,40,8,7.2,1.4,108.3,51,293,8.37,7.3,6.65,8.04,7.37,10.8,5751,16,1042,5.52,5388,23,1033,5.22
196,2012,SEA,11,.688,167,5610,4899,259,16,11,5,0,.688,412,245,167,259,405,146,64.0,3031,27,10,6.7,2.5,100.6,33,203,7.53,7.5,6.92,7.71,7.13,11.7,5610,18,974,5.76,4899,31,968,5.06
197,2012,SFO,11,.719,124,5789,4710,289,16,11,4,1,.719,397,273,124,289,436,147,66.3,3298,23,8,5.3,1.8,101.2,41,253,8.60,7.6,6.91,7.79,7.12,11.4,5789,16,969,5.97,4710,25,1012,4.65
198,2010,CHI,11,.688,48,4631,5029,276,16,11,5,0,.688,334,286,48,276,466,190,59.2,3015,23,21,4.9,4.5,79.5,56,382,10.73,6.5,5.78,5.43,4.85,10.9,4631,31,936,4.95,5029,35,1002,5.02
199,2010,NOR,11,.688,77,5960,4900,450,16,11,5,0,.688,384,307,77,450,661,211,68.1,4441,33,22,5.0,3.3,90.8,26,195,3.78,6.7,6.46,6.22,5.98,9.9,5960,31,1067,5.59,4900,25,948,5.17
200,2010,NYJ,11,.688,63,5616,4664,288,16,11,5,0,.688,367,304,63,288,525,237,54.9,3242,20,14,3.8,2.7,76.5,28,178,5.06,6.2,5.86,5.74,5.45,11.3,5616,21,1087,5.17,4664,30,979,4.76
201,2009,DAL,11,.688,111,6390,5054,347,16,11,5,0,.688,361,250,111,347,550,203,63.1,4287,26,9,4.7,1.6,97.6,34,196,5.82,7.8,7.34,8.00,7.54,12.4,6390,19,1020,6.26,5054,21,979,5.16
202,2009,GNB,11,.688,164,6065,4551,357,16,11,5,0,.688,461,297,164,357,553,196,64.6,4180,30,8,5.4,1.4,101.8,51,312,8.44,7.6,6.92,7.99,7.32,11.7,6065,16,1042,5.82,4551,40,948,4.80
203,2009,PHI,11,.688,92,5726,5137,335,16,11,5,0,.688,429,337,92,335,553,218,60.6,4089,27,13,4.9,2.4,92.0,38,291,6.43,7.4,6.92,7.31,6.84,12.2,5726,23,975,5.87,5137,38,1037,4.95
204,2008,ATL,11,.688,66,5779,5566,265,16,11,5,0,.688,391,325,66,265,434,169,61.1,3336,16,11,3.7,2.5,87.7,17,104,3.77,7.7,7.40,7.28,7.01,12.6,5779,21,1011,5.72,5566,18,998,5.58
205,2008,MIA,11,.688,28,5529,5264,330,16,11,5,0,.688,345,317,28,330,491,161,67.2,3632,20,7,4.1,1.4,97.6,26,129,5.03,7.4,7.03,7.57,7.19,11.0,5529,13,965,5.73,5264,30,979,5.38
206,2008,NWE,11,.688,101,5847,4944,339,16,11,5,0,.688,410,309,101,339,534,195,63.5,3569,21,11,3.9,2.1,89.1,48,221,8.25,6.7,6.13,6.54,6.00,10.5,5847,21,1095,5.34,4944,22,920,5.37
207,2008,BAL,11,.688,141,5184,4177,261,16,11,5,0,.688,385,244,141,261,433,172,60.3,2808,16,12,3.7,2.8,82.8,33,277,7.08,6.5,6.03,5.98,5.55,10.8,5184,21,1058,4.90,4177,34,928,4.50
208,2007,JAX,11,.688,107,5719,5021,288,16,11,5,0,.688,411,304,107,288,469,181,61.4,3328,28,8,6.0,1.7,97.1,31,167,6.20,7.1,6.66,7.52,7.06,11.6,5719,21,1022,5.60,5021,30,970,5.18
209,2007,SDG,11,.688,128,5044,5124,281,16,11,5,0,.688,412,284,128,281,471,190,59.7,3005,22,16,4.7,3.4,81.3,24,170,4.85,6.4,6.07,5.79,5.51,10.7,5044,24,980,5.15,5124,48,1013,5.06
210,2005,CAR,11,.688,132,4950,4522,269,16,11,5,0,.688,391,259,132,269,449,180,59.9,3271,25,16,5.6,3.6,88.1,28,214,5.87,7.3,6.86,6.80,6.40,12.2,4950,26,964,5.13,4522,42,981,4.61
211,2005,CHI,11,.688,58,4101,4509,219,16,11,5,0,.688,260,202,58,219,418,199,52.4,2002,11,15,2.6,3.6,61.5,31,199,6.90,4.8,4.46,3.70,3.45,9.1,4101,28,937,4.38,4509,34,1034,4.36
212,2005,CIN,11,.688,71,5730,5419,362,16,11,5,0,.688,421,350,71,362,538,176,67.3,3820,32,14,5.9,2.6,97.6,21,115,3.76,7.1,6.83,7.12,6.85,10.6,5730,20,1018,5.63,5419,44,976,5.55
213,2005,NYG,11,.688,108,5787,5240,294,16,11,5,0,.688,422,314,108,294,558,264,52.7,3578,24,17,4.3,3.0,75.7,28,184,4.78,6.4,6.11,5.90,5.62,12.2,5787,25,1055,5.49,5240,37,1049,5.00
214,2005,PIT,11,.688,131,5149,4544,228,16,11,5,0,.688,389,258,131,228,379,151,60.2,2926,21,14,5.5,3.7,89.4,32,178,7.79,7.7,7.12,7.17,6.61,12.8,5149,23,960,5.36,4544,30,998,4.55
215,2005,TAM,11,.688,26,4716,4444,303,16,11,5,0,.688,300,274,26,303,487,184,62.2,2890,17,14,3.5,2.9,80.7,41,281,7.77,5.9,5.47,5.34,4.92,9.5,4716,23,985,4.79,4444,30,950,4.68
