#Uses stathead data

Rk,Season,Team,W,W-L%,PtDif,Tot,TotOpp,Cmp,G,W1,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot2,TO,Ply,Y/P,TotOpp2,TO,DPly,DY/P
940,2020,CIN,4,.281,-113,5116,6227,372,16,4,11,1,.281,311,424,-113,372,581,209,64.0,3448,19,11,3.3,1.9,85.7,48,345,7.63,5.9,5.48,5.74,5.30,9.3,5116,24,1040,4.92,6227,17,1021,6.10
941,2020,HOU,4,.250,-80,6004,6668,383,16,4,12,0,.250,384,464,-80,383,546,163,70.1,4538,33,7,6.0,1.3,112.3,50,305,8.39,8.3,7.61,8.94,8.19,11.8,6004,18,940,6.39,6668,9,1068,6.24
942,2020,PHI,4,.281,-84,5354,5810,334,16,4,11,1,.281,334,418,-84,334,598,264,55.9,3327,22,20,3.7,3.3,72.9,65,401,9.80,5.6,5.02,4.79,4.32,10.0,5354,29,1066,5.02,5810,19,1060,5.48
943,2019,NYG,4,.250,-110,5416,6037,376,16,4,12,0,.250,341,451,-110,376,607,231,61.9,3731,30,17,4.9,2.8,86.4,43,339,6.62,6.1,5.74,5.87,5.49,9.9,5416,33,1012,5.35,6037,16,1061,5.69
944,2018,NYJ,4,.250,-108,4787,6086,299,16,4,12,0,.250,333,441,-108,299,524,225,57.1,3165,18,19,3.4,3.6,73.0,37,239,6.60,6.0,5.64,5.10,4.76,10.6,4787,30,971,4.93,6086,20,1061,5.74
945,2018,OAK,4,.250,-177,5379,6102,382,16,4,12,0,.250,290,467,-177,382,556,174,68.7,3751,19,10,3.4,1.8,93.6,52,306,8.55,6.7,6.17,6.62,6.05,9.8,5379,24,995,5.41,6102,17,973,6.27
946,2018,SFO,4,.250,-93,5769,5546,331,16,4,12,0,.250,342,435,-93,331,532,201,62.2,3867,26,20,4.9,3.8,87.8,48,380,8.28,7.3,6.67,6.55,6.01,11.7,5769,32,1003,5.75,5546,7,1023,5.42
947,2017,IND,4,.250,-141,4553,5873,285,16,4,12,0,.250,263,404,-141,285,487,202,58.5,2892,13,9,2.7,1.8,79.7,56,334,10.31,5.9,5.33,5.64,5.06,10.1,4553,15,994,4.58,5873,20,1026,5.72
948,2017,HOU,4,.250,-98,5120,5546,299,16,4,12,0,.250,338,436,-98,299,525,226,57.0,3278,28,17,5.3,3.2,82.7,54,366,9.33,6.2,5.66,5.85,5.31,11.0,5120,28,1027,4.99,5546,16,973,5.70
949,2016,LAR,4,.250,-170,4203,5392,312,16,4,12,0,.250,224,394,-170,312,536,224,58.2,2951,14,20,2.6,3.7,69.5,49,362,8.38,5.5,5.04,4.35,3.98,9.5,4203,29,960,4.38,5392,18,1037,5.20
950,2015,DAL,4,.250,-99,5361,5567,334,16,4,12,0,.250,275,374,-99,334,528,194,63.3,3471,16,22,3.0,4.2,76.6,33,206,5.88,6.6,6.19,5.30,4.99,10.4,5361,33,969,5.53,5567,11,997,5.58
951,2015,SDG,4,.250,-78,5949,5791,442,16,4,12,0,.250,320,398,-78,442,667,225,66.3,4591,30,13,4.5,1.9,94.5,40,264,5.66,6.9,6.49,6.91,6.51,10.4,5949,24,1100,5.41,5791,20,959,6.04
952,2014,NYJ,4,.250,-118,5226,5235,287,16,4,12,0,.250,283,401,-118,287,498,211,57.6,2946,16,15,3.2,3.0,75.1,47,260,8.62,5.9,5.41,5.20,4.75,10.3,5226,24,1052,4.97,5235,13,976,5.36
953,2014,WAS,4,.250,-137,5738,5712,364,16,4,12,0,.250,301,438,-137,364,547,183,66.5,4047,18,18,3.3,3.3,88.8,58,414,9.59,7.4,6.69,6.58,5.95,11.1,5738,31,1006,5.70,5712,19,976,5.85
954,2013,ATL,4,.250,-90,5490,6070,445,16,4,12,0,.250,353,443,-90,445,659,214,67.5,4243,26,17,3.9,2.6,89.5,44,298,6.26,6.4,6.04,6.07,5.69,9.5,5490,28,1024,5.36,6070,21,1003,6.05
955,2013,CLE,4,.250,-98,5423,5319,379,16,4,12,0,.250,308,406,-98,379,681,302,55.7,4040,26,20,3.8,2.9,75.7,49,332,6.71,5.9,5.53,5.37,5.01,10.7,5423,29,1078,5.03,5319,21,1107,4.80
956,2013,JAX,4,.250,-202,4701,6070,349,16,4,12,0,.250,247,449,-202,349,592,243,59.0,3441,16,21,2.7,3.5,71.8,50,310,7.79,5.8,5.36,4.76,4.39,9.9,4701,27,1020,4.61,6070,21,1089,5.57
957,2013,OAK,4,.250,-131,5340,5819,298,16,4,12,0,.250,322,453,-131,298,519,221,57.4,3340,17,20,3.3,3.9,73.9,44,289,7.82,6.4,5.93,5.36,4.94,11.2,5340,31,1000,5.34,5819,22,1029,5.66
958,2013,TAM,4,.250,-101,4432,5568,291,16,4,12,0,.250,288,389,-101,291,514,223,56.6,2820,22,12,4.3,2.3,79.6,47,361,8.38,5.5,5.03,5.29,4.85,9.7,4432,21,981,4.52,5568,31,1020,5.46
959,2012,DET,4,.250,-65,6540,5458,445,16,4,12,0,.250,372,437,-65,445,740,295,60.1,4927,22,17,3.0,2.3,81.5,29,212,3.77,6.7,6.41,6.22,5.98,11.1,6540,33,1160,5.64,5458,17,998,5.47
960,2012,PHI,4,.250,-164,5665,5491,367,16,4,12,0,.250,280,444,-164,367,618,251,59.4,3791,18,15,2.9,2.4,78.6,48,284,7.21,6.1,5.69,5.62,5.22,10.3,5665,37,1079,5.25,5491,13,994,5.52
961,2012,OAK,4,.250,-153,5504,5672,376,16,4,12,0,.250,290,443,-153,376,629,253,59.8,4084,24,16,3.8,2.5,82.4,27,208,4.12,6.5,6.23,6.11,5.86,10.9,5504,26,1032,5.33,5672,19,995,5.70
962,2011,CLE,4,.250,-89,4621,5318,320,16,4,12,0,.250,218,307,-89,320,570,250,56.1,3090,16,13,2.8,2.3,72.8,39,210,6.40,5.4,5.07,4.96,4.64,9.7,4621,19,1024,4.51,5318,20,1035,5.14
963,2011,TAM,4,.250,-207,5108,6311,365,16,4,12,0,.250,287,494,-207,365,588,223,62.1,3650,17,24,2.9,4.1,73.6,32,188,5.16,6.2,5.89,4.95,4.69,10.0,5108,40,966,5.29,6311,24,1002,6.30
964,2010,BUF,4,.250,-142,4878,5786,296,16,4,12,0,.250,283,425,-142,296,519,223,57.0,3158,24,21,4.6,4.0,75.2,34,213,6.15,6.1,5.71,5.19,4.87,10.7,4878,39,954,5.11,5786,22,1071,5.40
965,2010,CIN,4,.250,-73,5289,5312,365,16,4,12,0,.250,322,395,-73,365,590,225,61.9,3767,26,20,4.4,3.4,82.4,28,221,4.53,6.4,6.10,5.74,5.48,10.3,5289,34,1046,5.06,5312,26,957,5.55
966,2010,DEN,4,.250,-127,5582,6253,334,16,4,12,0,.250,344,471,-127,334,580,246,57.6,4038,25,12,4.3,2.1,86.8,40,269,6.45,7.0,6.51,6.89,6.45,12.1,5582,27,1018,5.48,6253,18,1056,5.92
967,2009,KAN,4,.250,-130,4851,6211,296,16,4,12,0,.250,294,424,-130,296,536,240,55.2,2922,18,17,3.4,3.2,70.8,45,261,7.75,5.5,5.03,4.70,4.33,9.9,4851,27,1019,4.76,6211,28,1062,5.85
968,2009,WAS,4,.250,-70,5000,5115,340,16,4,12,0,.250,266,336,-70,340,533,193,63.8,3490,21,16,3.9,3.0,85.5,46,307,7.94,6.5,6.03,5.98,5.51,10.3,5000,28,970,5.15,5115,17,1000,5.12
969,2008,CIN,4,.281,-160,3926,5208,303,16,4,11,1,.281,204,364,-160,303,513,210,59.1,2406,11,15,2.1,2.9,68.0,51,271,9.04,4.7,4.27,3.80,3.46,7.9,3926,26,984,3.99,5208,24,1013,5.14
970,2008,CLE,4,.250,-118,3985,5704,238,16,4,12,0,.250,232,350,-118,238,488,250,48.8,2380,11,20,2.3,4.1,54.8,24,157,4.69,4.9,4.65,3.48,3.32,10.0,3985,26,921,4.33,5704,31,1004,5.68
971,2008,SEA,4,.250,-98,4385,6048,262,16,4,12,0,.250,294,392,-98,262,474,212,55.3,2617,18,15,3.8,3.2,72.5,36,214,7.06,5.5,5.13,4.86,4.51,10.0,4385,27,927,4.73,6048,20,1058,5.72
972,2007,ATL,4,.250,-155,4813,5688,336,16,4,12,0,.250,259,414,-155,336,555,219,60.5,3293,18,15,3.2,2.7,78.9,47,277,7.81,5.9,5.47,5.37,4.95,9.8,4813,24,987,4.88,5688,28,1042,5.46
973,2007,KAN,4,.250,-109,4429,5111,335,16,4,12,0,.250,226,335,-109,335,563,228,59.5,3181,17,20,3.0,3.6,73.0,55,344,8.90,5.7,5.15,4.66,4.24,9.5,4429,33,1001,4.42,5111,22,980,5.22
974,2007,NYJ,4,.250,-87,4715,5310,310,16,4,12,0,.250,268,355,-87,310,512,202,60.5,3014,15,19,2.9,3.7,73.9,53,316,9.38,5.9,5.33,4.80,4.35,9.7,4715,25,1011,4.66,5310,21,1016,5.23
975,2007,OAK,4,.250,-115,4717,5466,260,16,4,12,0,.250,283,398,-115,260,451,191,57.6,2631,17,20,3.8,4.4,70.9,41,262,8.33,5.8,5.35,4.59,4.21,10.1,4717,37,1000,4.72,5466,26,952,5.74
976,2006,CLE,4,.250,-118,4233,5515,318,16,4,12,0,.250,238,356,-118,318,512,194,62.1,2898,15,25,2.9,4.9,69.7,54,349,9.54,5.7,5.12,4.05,3.66,9.1,4233,42,938,4.51,5515,27,1041,5.30
977,2006,TAM,4,.250,-142,4321,5271,296,16,4,12,0,.250,211,353,-142,296,535,239,55.3,2798,14,18,2.6,3.4,66.2,33,196,5.81,5.2,4.93,4.24,3.99,9.5,4321,32,972,4.45,5271,20,1015,5.19
978,2005,GNB,4,.250,-46,5118,4690,383,16,4,12,0,.250,298,344,-46,383,626,243,61.2,3766,20,30,3.2,4.8,70.1,27,198,4.13,6.0,5.77,4.50,4.31,9.8,5118,45,1051,4.87,4690,21,969,4.84
979,2005,NYJ,4,.250,-115,3970,4940,268,16,4,12,0,.250,240,355,-115,268,470,202,57.0,2642,11,15,2.3,3.2,70.6,53,347,10.13,5.6,5.05,4.65,4.18,9.9,3970,34,907,4.38,4940,28,1047,4.72
980,2005,TEN,4,.250,-122,5122,5110,358,16,4,12,0,.250,299,421,-122,358,594,236,60.3,3597,20,14,3.4,2.4,80.3,31,200,4.96,6.1,5.76,5.67,5.39,10.0,5122,26,1022,5.01,5110,20,960,5.32
981,2005,OAK,4,.250,-93,4951,5292,316,16,4,12,0,.250,290,383,-93,316,591,275,53.5,3582,21,14,3.6,2.4,76.0,45,301,7.08,6.1,5.63,5.71,5.30,11.3,4951,23,997,4.97,5292,19,1029,5.14
982,2005,SFO,4,.250,-189,3587,6259,204,16,4,12,0,.250,239,428,-189,204,389,185,52.4,1898,8,21,2.1,5.4,53.6,48,292,10.98,4.9,4.34,2.86,2.55,9.3,3587,35,865,4.15,6259,26,1090,5.74
983,2004,CLE,4,.250,-114,4481,5215,251,16,4,12,0,.250,276,390,-114,251,439,188,57.2,2824,21,21,4.8,4.8,74.9,41,252,8.54,6.4,5.88,5.24,4.79,11.3,4481,40,921,4.87,5215,28,1024,5.09
984,2004,MIA,4,.250,-79,4404,4894,309,16,4,12,0,.250,275,354,-79,309,586,277,52.7,3065,19,26,3.2,4.4,62.5,52,326,8.15,5.2,4.80,3.88,3.57,9.9,4404,42,1022,4.31,4894,25,1009,4.85
985,2003,ARI,4,.250,-227,4490,5504,303,16,4,12,0,.250,225,452,-227,303,534,231,56.7,2959,18,22,3.4,4.1,68.9,44,306,7.61,5.5,5.12,4.36,4.03,9.8,4490,36,981,4.58,5504,23,993,5.54
986,2003,NYG,4,.250,-144,4942,5320,344,16,4,12,0,.250,243,387,-144,344,616,272,55.8,3383,16,20,2.6,3.2,68.4,44,259,6.67,5.5,5.13,4.55,4.25,9.8,4942,38,1047,4.72,5320,22,1060,5.02
987,2003,OAK,4,.250,-109,4573,5904,278,16,4,12,0,.250,270,379,-109,278,521,243,53.4,2751,9,14,1.7,2.7,65.0,43,237,7.62,5.3,4.88,4.42,4.08,9.9,4573,26,987,4.63,5904,25,1036,5.70
988,2003,SDG,4,.250,-128,5167,5593,297,16,4,12,0,.250,313,441,-128,297,525,228,56.6,3021,21,19,4.0,3.6,73.1,29,205,5.23,5.8,5.45,4.93,4.67,10.2,5167,31,971,5.32,5593,20,1072,5.22
989,2002,CHI,4,.250,-98,4395,5606,310,16,4,12,0,.250,281,379,-98,310,543,233,57.1,3051,22,18,4.1,3.3,74.8,44,265,7.50,5.6,5.20,4.94,4.57,9.8,4395,35,969,4.54,5606,28,1086,5.16
990,2002,HOU,4,.250,-143,3572,5230,235,16,4,12,0,.250,213,356,-143,235,447,212,52.6,2225,11,15,2.5,3.4,64.7,76,411,14.53,5.0,4.25,3.96,3.38,9.5,3572,29,947,3.77,5230,21,1056,4.95
991,2000,ATL,4,.250,-161,3994,5607,285,16,4,12,0,.250,252,413,-161,285,514,229,55.4,2780,14,20,2.7,3.9,66.8,61,386,10.61,5.4,4.83,4.20,3.76,9.8,3994,34,925,4.32,5607,25,999,5.61
992,2000,CIN,4,.250,-174,4260,5487,207,16,4,12,0,.250,185,359,-174,207,454,247,45.6,1946,6,14,1.3,3.1,52.0,52,273,10.28,4.3,3.85,3.16,2.84,9.4,4260,35,1001,4.26,5487,21,1068,5.14
993,1999,CIN,4,.250,-177,5277,5497,300,16,4,12,0,.250,283,460,-177,300,548,248,54.7,3226,18,18,3.3,3.3,71.6,49,278,8.21,5.9,5.40,5.07,4.65,10.8,5277,32,1039,5.08,5497,27,1011,5.44
994,1999,SFO,4,.250,-158,5380,5687,324,16,4,12,0,.250,295,453,-158,324,560,236,57.9,3285,14,19,2.5,3.4,70.7,34,241,5.72,5.9,5.53,4.84,4.56,10.1,5380,32,1012,5.32,5687,20,979,5.81
995,1998,CAR,4,.250,-77,4780,5842,292,16,4,12,0,.250,336,413,-77,292,507,215,57.6,3322,25,18,4.9,3.6,81.5,54,302,9.63,6.6,5.92,5.94,5.37,11.4,4780,35,966,4.95,5842,33,1029,5.68
996,1998,CHI,4,.250,-92,4766,5103,284,16,4,12,0,.250,276,368,-92,284,494,210,57.5,3053,16,13,3.2,2.6,77.5,31,224,5.90,6.2,5.82,5.64,5.31,10.8,4766,34,979,4.87,5103,28,963,5.30
997,1998,STL,4,.250,-93,4472,4880,314,16,4,12,0,.250,285,378,-93,314,556,242,56.5,3087,12,18,2.2,3.2,68.2,47,294,7.79,5.6,5.12,4.53,4.17,9.8,4472,33,998,4.48,4880,23,1004,4.86
998,1997,CHI,4,.250,-158,4990,4888,336,16,4,12,0,.250,263,421,-158,336,595,259,56.5,3244,14,22,2.4,3.7,66.1,43,257,6.74,5.5,5.08,4.26,3.97,9.7,4990,41,1128,4.42,4888,30,935,5.23
999,1997,ARI,4,.250,-96,4713,5426,317,16,4,12,0,.250,283,379,-96,317,602,285,52.7,3458,19,22,3.2,3.7,68.6,78,495,11.47,5.7,5.09,4.73,4.19,10.9,4713,42,1075,4.38,5426,20,1049,5.17
1000,1997,OAK,4,.250,-95,5102,6116,294,16,4,12,0,.250,324,419,-95,294,529,235,55.6,3514,29,10,5.5,1.9,89.9,58,430,9.88,6.6,5.99,6.89,6.21,12.0,5102,24,947,5.39,6116,22,1108,5.52
1001,1997,SDG,4,.250,-159,4505,5166,291,16,4,12,0,.250,266,425,-159,291,565,274,51.5,3089,12,21,2.1,3.7,62.2,51,386,8.28,5.5,5.01,4.22,3.87,10.6,4505,35,1025,4.40,5166,26,1048,4.93
1002,1996,BAL,4,.250,-70,5723,5889,335,16,4,12,0,.250,371,441,-70,335,570,235,58.8,3978,34,20,6.0,3.5,87.6,38,296,6.25,7.0,6.54,6.59,6.18,11.9,5723,33,1024,5.59,5889,22,1075,5.48
1003,1995,ARI,4,.250,-147,4866,5704,327,16,4,12,0,.250,275,422,-147,327,560,233,58.4,3503,17,24,3.0,4.3,72.0,55,390,8.94,6.3,5.70,4.93,4.49,10.7,4866,43,1002,4.86,5704,42,995,5.73
1004,1995,JAX,4,.250,-129,4495,5515,275,16,4,12,0,.250,275,404,-129,275,495,220,55.6,2790,19,15,3.8,3.0,75.0,57,354,10.33,5.6,5.05,5.04,4.52,10.1,4495,28,962,4.67,5515,24,1030,5.35
1005,1994,RAM,4,.250,-79,4747,5170,291,16,4,12,0,.250,286,365,-79,291,512,221,56.8,3358,23,18,4.5,3.5,79.0,35,239,6.40,6.6,6.14,5.88,5.50,11.5,4747,31,944,5.03,5170,20,1063,4.86
1006,1993,IND,4,.250,-189,4705,5638,332,16,4,12,0,.250,189,378,-189,332,594,262,55.9,3417,10,15,1.7,2.5,69.2,29,206,4.65,5.8,5.48,4.95,4.72,10.3,4705,35,988,4.76,5638,21,1050,5.37
1007,1993,WAS,4,.250,-115,4273,5499,287,16,4,12,0,.250,230,345,-115,287,533,246,53.8,2545,11,21,2.1,3.9,59.0,40,219,6.98,4.8,4.44,3.41,3.18,8.9,4273,31,969,4.41,5499,31,1027,5.35
1008,1992,PHO,4,.250,-89,4577,5126,298,16,4,12,0,.250,243,332,-89,298,517,219,57.6,3086,15,24,2.9,4.6,67.4,36,258,6.51,6.0,5.58,4.46,4.17,10.4,4577,42,948,4.83,5126,28,915,5.60
1009,1992,NYJ,4,.250,-95,4431,4880,251,16,4,12,0,.250,220,315,-95,251,495,244,50.7,2679,12,24,2.4,4.8,57.2,39,283,7.30,5.4,5.02,3.72,3.44,10.7,4431,39,958,4.63,4880,39,961,5.08
1010,1991,PHO,4,.250,-148,3962,5052,254,16,4,12,0,.250,196,344,-148,254,492,238,51.6,2667,10,25,2.0,5.1,56.4,43,372,8.04,5.4,4.99,3.54,3.26,10.5,3962,39,926,4.28,5052,38,965,5.24
1011,1991,GNB,4,.250,-40,4332,4812,272,16,4,12,0,.250,273,313,-40,272,514,242,52.9,2943,17,19,3.3,3.7,67.9,45,270,8.05,5.7,5.26,4.72,4.34,10.8,4332,36,940,4.61,4812,29,1033,4.66
1012,1991,SDG,4,.250,-68,4995,5111,272,16,4,12,0,.250,274,342,-68,272,511,239,53.2,2747,13,16,2.5,3.1,66.2,35,236,6.41,5.4,5.03,4.48,4.19,10.1,4995,28,1010,4.95,5111,28,961,5.32
1013,2024,CLE,3,.176,-177,5114,5816,395,17,3,14,0,.176,258,435,-177,395,661,266,59.8,3506,19,23,2.9,3.5,71.4,66,373,9.08,5.3,4.82,4.31,3.92,8.9,5114,34,1118,4.57,5816,12,1040,5.59
1014,2024,NYG,3,.176,-142,5011,5896,366,17,3,14,0,.176,273,415,-142,366,591,225,61.9,3228,15,13,2.5,2.2,77.8,48,293,7.51,5.5,5.05,4.98,4.61,8.8,5011,23,1063,4.71,5896,15,1051,5.61
1015,2024,TEN,3,.176,-149,5172,5291,336,17,3,14,0,.176,311,460,-149,336,530,194,63.4,3317,22,21,4.2,4.0,80.7,52,304,8.93,6.3,5.70,5.31,4.83,9.9,5172,34,1032,5.01,5291,18,1008,5.25
1016,2022,CHI,3,.176,-137,5233,6390,223,17,3,14,0,.176,326,463,-137,223,377,154,59.2,2219,19,15,5.0,4.0,80.3,58,379,13.33,5.9,5.10,5.10,4.42,10.0,5233,25,993,5.27,6390,23,1043,6.13
1017,2022,HOU,3,.206,-131,4820,6452,352,17,3,13,1,.206,289,420,-131,352,579,227,60.8,3344,20,19,3.5,3.3,76.8,38,298,6.16,5.8,5.42,4.99,4.68,9.5,4820,28,1015,4.75,6452,27,1134,5.69
1018,2021,DET,3,.206,-142,5484,6456,396,17,3,13,1,.206,325,467,-142,396,593,197,66.8,3598,23,14,3.9,2.4,88.1,36,286,5.72,6.1,5.72,5.78,5.45,9.1,5484,23,1056,5.19,6456,19,1092,5.91
1019,2021,JAX,3,.176,-204,5191,6002,361,17,3,14,0,.176,253,457,-204,361,604,243,59.8,3436,12,17,2.0,2.8,72.1,32,238,5.03,5.7,5.40,4.82,4.58,9.5,5191,29,1028,5.05,6002,9,1068,5.62
1020,2019,DET,3,.219,-82,5549,6406,344,16,3,12,1,.219,341,423,-82,344,571,227,60.2,3900,28,15,4.9,2.6,88.2,43,287,7.00,6.8,6.35,6.63,6.16,11.3,5549,23,1021,5.43,6406,18,1094,5.86
1021,2019,WAS,3,.188,-169,4395,6162,298,16,3,13,0,.188,266,435,-169,298,479,181,62.2,2812,18,13,3.8,2.7,83.0,50,393,9.45,5.9,5.32,5.40,4.89,9.4,4395,21,885,4.97,6162,22,1079,5.71
1022,2018,ARI,3,.188,-200,3865,5741,283,16,3,13,0,.188,225,425,-200,283,495,212,57.2,2523,15,18,3.0,3.6,69.0,52,361,9.51,5.1,4.61,4.07,3.68,8.9,3865,28,902,4.28,5741,16,1065,5.39
1023,2017,NYG,3,.188,-142,5028,5971,373,16,3,13,0,.188,246,388,-142,373,608,235,61.3,3479,20,14,3.3,2.3,79.8,34,201,5.30,5.7,5.42,5.34,5.06,9.3,5028,22,1036,4.85,5971,19,1052,5.68
1024,2016,CHI,3,.188,-120,5704,5548,347,16,3,13,0,.188,279,399,-120,347,559,212,62.1,3969,19,19,3.4,3.4,81.8,28,170,4.77,7.1,6.76,6.25,5.95,11.4,5704,31,967,5.90,5548,11,1012,5.48
1025,2016,JAX,3,.188,-82,5359,5147,369,16,3,13,0,.188,318,400,-82,369,626,257,58.9,3728,24,16,3.8,2.6,79.5,34,197,5.15,6.0,5.65,5.57,5.28,10.1,5359,29,1052,5.09,5147,13,1030,5.00
1026,2015,CLE,3,.188,-154,5311,6067,371,16,3,13,0,.188,278,432,-154,371,609,238,60.9,3782,20,12,3.3,2.0,84.0,53,374,8.01,6.2,5.71,5.98,5.50,10.2,5311,30,1042,5.10,6067,21,998,6.08
1027,2015,TEN,3,.188,-124,4988,5475,342,16,3,13,0,.188,299,423,-124,342,551,209,62.1,3503,25,17,4.5,3.1,85.5,54,390,8.93,6.4,5.79,5.88,5.35,10.2,4988,33,976,5.11,5475,19,1004,5.45
1028,2014,JAX,3,.188,-163,4634,5932,325,16,3,13,0,.188,249,412,-163,325,557,232,58.3,3001,15,18,2.7,3.2,72.0,71,450,11.31,5.4,4.78,4.47,3.97,9.2,4634,26,988,4.69,5932,20,1085,5.47
1029,2014,OAK,3,.188,-199,4515,5721,365,16,3,13,0,.188,253,452,-199,365,629,264,58.0,3275,22,16,3.5,2.5,74.4,28,181,4.26,5.2,4.98,4.76,4.56,9.0,4515,29,994,4.54,5721,14,1041,5.50
1030,2013,WAS,3,.188,-144,5915,5665,355,16,3,13,0,.188,334,478,-144,355,611,256,58.1,3751,20,19,3.3,3.1,76.1,43,306,6.57,6.1,5.74,5.39,5.04,10.6,5915,34,1107,5.34,5665,26,993,5.70
1031,2011,MIN,3,.188,-109,5275,5731,286,16,3,13,0,.188,340,449,-109,286,510,224,56.1,2957,20,17,3.9,3.3,74.6,49,298,8.77,5.8,5.29,5.08,4.64,10.3,5275,26,1007,5.24,5731,23,1027,5.58
1032,2009,TAM,3,.188,-156,4600,5849,279,16,3,13,0,.188,244,400,-156,279,524,245,53.2,2973,18,29,3.4,5.5,59.8,33,161,5.92,5.7,5.34,3.87,3.64,10.7,4600,34,961,4.79,5849,29,1039,5.63
1033,2007,STL,3,.188,-175,4760,5457,333,16,3,13,0,.188,263,438,-175,333,574,241,58.0,3233,19,28,3.3,4.9,67.0,48,328,7.72,5.6,5.20,4.10,3.78,9.7,4760,37,1026,4.64,5457,27,999,5.46
1034,2006,DET,3,.188,-93,4949,5530,372,16,3,13,0,.188,305,398,-93,372,596,224,62.4,3820,21,22,3.5,3.7,79.9,63,388,9.56,6.4,5.80,5.45,4.93,10.3,4949,39,963,5.14,5530,30,1033,5.35
1035,2005,NOR,3,.188,-163,5031,4994,308,16,3,13,0,.188,235,398,-163,308,553,245,55.7,3343,15,24,2.7,4.3,66.6,41,261,6.90,6.0,5.63,4.63,4.31,10.9,5031,43,1017,4.95,4994,19,946,5.28
1036,2002,DET,3,.188,-145,4471,6117,277,16,3,13,0,.188,306,451,-145,277,577,300,48.0,2994,19,25,3.3,4.3,57.9,20,174,3.35,5.2,5.02,3.90,3.77,10.8,4471,31,955,4.68,6117,24,1119,5.47
1037,2001,BUF,3,.188,-155,5137,5292,327,16,3,13,0,.188,265,420,-155,327,557,230,58.7,3451,18,20,3.2,3.6,74.7,46,271,7.63,6.2,5.72,5.23,4.83,10.6,5137,33,1009,5.09,5292,19,969,5.46
1038,2000,CLE,3,.188,-258,3530,5643,278,16,3,13,0,.188,161,419,-258,278,483,205,57.6,2445,9,19,1.9,3.9,63.4,40,283,7.65,5.1,4.67,3.66,3.38,8.8,3530,28,859,4.11,5643,25,1122,5.03
1039,2000,ARI,3,.188,-233,4528,5737,316,16,3,13,0,.188,210,443,-233,316,554,238,57.0,3250,16,24,2.9,4.3,67.4,35,228,5.94,5.9,5.52,4.49,4.23,10.3,4528,44,932,4.86,5737,20,1062,5.40
1040,1999,NOR,3,.188,-174,4983,5318,288,16,3,13,0,.188,260,434,-174,288,553,265,52.1,3293,16,30,2.9,5.4,59.6,41,305,6.90,6.0,5.54,4.09,3.81,11.4,4983,39,1055,4.72,5318,34,966,5.51
1041,1998,CIN,3,.188,-184,4824,5763,307,16,3,13,0,.188,268,452,-184,307,521,214,58.9,3185,20,12,3.8,2.3,82.7,53,360,9.23,6.1,5.55,5.84,5.30,10.4,4824,22,979,4.93,5763,20,992,5.81
1042,1998,IND,3,.188,-134,5116,5836,326,16,3,13,0,.188,310,444,-134,326,576,250,56.6,3630,26,28,4.5,4.9,71.1,22,109,3.68,6.3,6.07,5.02,4.83,11.1,5116,33,982,5.21,5836,19,1043,5.60
1043,1998,PHI,3,.188,-183,4188,5136,282,16,3,13,0,.188,161,344,-183,282,534,252,52.8,2413,7,18,1.3,3.4,57.7,56,317,9.49,4.5,4.09,3.26,2.95,8.6,4188,26,1017,4.12,5136,17,1019,5.04
1044,1997,IND,3,.188,-88,4869,4854,317,16,3,13,0,.188,313,401,-88,317,523,206,60.6,3142,16,17,3.1,3.3,77.6,62,418,10.60,6.0,5.37,5.16,4.61,9.9,4869,28,1035,4.70,4854,25,928,5.23
1045,1996,ATL,3,.188,-152,5116,5786,356,16,3,13,0,.188,309,461,-152,356,600,244,59.3,3655,26,30,4.3,5.0,72.3,42,254,6.54,6.1,5.69,4.71,4.40,10.3,5116,41,971,5.27,5786,23,994,5.82
1046,1996,NOR,3,.188,-110,4206,4910,295,16,3,13,0,.188,229,339,-110,295,515,220,57.3,2898,13,17,2.5,3.3,69.3,22,171,4.10,5.6,5.40,4.65,4.46,9.8,4206,37,923,4.56,4910,22,1027,4.78
1047,1995,NYJ,3,.188,-151,4067,4756,330,16,3,13,0,.188,233,384,-151,330,589,259,56.0,2788,20,24,3.4,4.1,65.2,47,341,7.39,4.7,4.38,3.58,3.31,8.4,4067,42,1001,4.06,4756,34,1066,4.46
1048,1994,CIN,3,.188,-130,4792,5154,289,16,3,13,0,.188,276,406,-130,289,542,253,53.3,3236,21,19,3.9,3.5,72.0,44,305,7.51,6.0,5.52,5.17,4.78,11.2,4792,41,990,4.84,5154,18,1053,4.89
1049,1994,WAS,3,.188,-92,4793,5609,271,16,3,13,0,.188,320,412,-92,271,546,275,49.6,3378,25,27,4.6,4.9,65.0,21,146,3.70,6.2,5.96,4.88,4.70,12.5,4793,40,974,4.92,5609,23,1080,5.19
1050,1993,CIN,3,.188,-132,4052,5018,272,16,3,13,0,.188,187,319,-132,272,510,238,53.3,2541,11,11,2.2,2.2,67.9,53,289,9.41,5.0,4.51,4.44,4.02,9.3,4052,20,986,4.11,5018,26,1000,5.02
